name	tss_name	mean_diff	mean_scramble	mean_unscrambled	tstat	p.value	conf.low	conf.high	p.value.fdr	site_type_ttest	significant
TSS_9172_storz,2426672,-_scrambled135-145_flipped	TSS_9172_storz	0.0565299649478687	0.436126225526173	0.379596260578305	0.560448141960036	0.577450447715156	-0.145610704449226	0.258670634344963	0.771635746034674	increased	FALSE
TSS_9172_storz,2426672,-_scrambled140-150_flipped	TSS_9172_storz	0.0808129589306	0.460409219508905	0.379596260578305	0.800219821689549	0.426114650601972	-0.12037121708267	0.28199713494387	0.655326416317327	increased	FALSE
TSS_9172_storz,2426672,-_scrambled20-30_flipped	TSS_9172_storz	0.150060024906216	0.529656285484521	0.379596260578305	1.26664333741988	0.212548095498236	-0.0893155503209479	0.38943560013338	0.435936901054467	increased	FALSE
TSS_9172_storz,2426672,-_scrambled25-35_flipped	TSS_9172_storz	-0.0666677934369642	0.31292846714134	0.379596260578305	-0.884500367104874	0.378685870927674	-0.216325922063014	0.0829903351890859	0.612503767524171	reduced	FALSE
TSS_9172_storz,2426672,-_scrambled30-40_flipped	TSS_9172_storz	0.0279714581491891	0.407567718727494	0.379596260578305	0.311613116702484	0.756311894955043	-0.151230279848257	0.207173196146636	0.88231403975555	increased	FALSE
TSS_9172_storz,2426672,-_scrambled35-45_flipped	TSS_9172_storz	0.0349130500774749	0.41450931065578	0.379596260578305	0.275700895859288	0.784325924569401	-0.221751442644501	0.29157754279945	0.897975673552114	increased	FALSE
TSS_9172_storz,2426672,-_scrambled40-50_flipped	TSS_9172_storz	0.0215651281208383	0.401161388699143	0.379596260578305	0.246092339620872	0.806526373623256	-0.154047680198628	0.197177936440304	0.909866901614268	increased	FALSE
TSS_9172_storz,2426672,-_scrambled45-55_flipped	TSS_9172_storz	0.0376508186140158	0.41724707919232	0.379596260578305	0.481232107970472	0.631343709576748	-0.11746481753426	0.192766454762291	0.80827049656358	increased	FALSE
TSS_9172_storz,2426672,-_scrambled5-15_flipped	TSS_9172_storz	0.0545806806291503	0.434176941207455	0.379596260578305	0.472840539063294	0.638194821068851	-0.176740108858519	0.285901470116819	0.812197512603149	increased	FALSE
TSS_9172_storz,2426672,-_scrambled50-60_flipped	TSS_9172_storz	0.0540306203113857	0.43362688088969	0.379596260578305	0.566907032970474	0.573220877436223	-0.137226604195781	0.245287844818552	0.768302661286981	increased	FALSE
TSS_9172_storz,2426672,-_scrambled60-70_flipped	TSS_9172_storz	-0.081422208635568	0.298174051942737	0.379596260578305	-0.921480757879149	0.359431896771689	-0.25712966559906	0.0942852483279237	0.59458214536569	reduced	FALSE
TSS_9172_storz,2426672,-_scrambled65-75_flipped	TSS_9172_storz	-0.0755472009220027	0.304049059656302	0.379596260578305	-0.992637307791676	0.323378143290779	-0.226616408702161	0.075522006858156	0.559260589711686	reduced	FALSE
TSS_9172_storz,2426672,-_scrambled70-80_flipped	TSS_9172_storz	0.148438086593526	0.528034347171831	0.379596260578305	1.18032441217251	0.242057055261196	-0.102594362435876	0.399470535622927	0.471761682424421	increased	FALSE
TSS_9172_storz,2426672,-_scrambled75-85_flipped	TSS_9172_storz	-0.116215000381836	0.263381260196469	0.379596260578305	-1.18211382879224	0.246035457320521	-0.316618517671276	0.0841885169076049	0.476546071227611	reduced	FALSE
TSS_9172_storz,2426672,-_scrambled85-95_flipped	TSS_9172_storz	-0.268214875354437	0.111381385223868	0.379596260578305	-3.47192315691291	0.00110890714045162	-0.42357011242673	-0.112859638282144	0.00758277898330254	reduced	TRUE
TSS_9172_storz,2426672,-_scrambled90-100_flipped	TSS_9172_storz	-0.182830752273844	0.19676550830446	0.379596260578305	-2.26305331353966	0.0273090839529939	-0.344474283234357	-0.0211872213133312	0.1047073705369	reduced	FALSE
TSS_9172_storz,2426672,-_scrambled95-105_flipped	TSS_9172_storz	-0.167932696256376	0.211663564321928	0.379596260578305	-1.99869253055123	0.0492537272523982	-0.335302486106995	-0.000562906405757448	0.162617558121947	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled0-10	TSS_919_regulondb	-0.0445000437490983	0.384275486140535	0.428775529889634	-0.375686609493333	0.708139294359767	-0.280204852999149	0.191204765500952	0.856224669412616	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled10-20	TSS_919_regulondb	-0.0355548325135787	0.393220697376055	0.428775529889634	-0.406314496302065	0.685726397977453	-0.210018292227146	0.138908627199988	0.843089570579663	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled100-110	TSS_919_regulondb	-0.0873163059778417	0.341459223911792	0.428775529889634	-1.02376746972016	0.308232884537293	-0.256374371504856	0.0817417595491721	0.544069187130995	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled105-115	TSS_919_regulondb	1.75120639980305	2.17998192969268	0.428775529889634	9.97833209347122	0.0000000000000000431068982464679	1.40341125968197	2.09900153992413	0.0000000000000131295268788113	increased	TRUE
TSS_919_regulondb,214163,-_scrambled110-120	TSS_919_regulondb	-0.253419816862617	0.175355713027017	0.428775529889634	-3.02129047873024	0.00342390186644533	-0.420465630460276	-0.0863740032649576	0.019650183213577	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled115-125	TSS_919_regulondb	-0.100258240380343	0.328517289509291	0.428775529889634	-1.00249440700294	0.31804929597502	-0.298195764730551	0.0976792839698646	0.553674813340488	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled120-130	TSS_919_regulondb	0.100928133214144	0.529703663103778	0.428775529889634	0.995187322406046	0.321629115094872	-0.0998499119796893	0.301706178407978	0.557521957908166	increased	FALSE
TSS_919_regulondb,214163,-_scrambled125-135	TSS_919_regulondb	0.0168355674407742	0.445611097330408	0.428775529889634	0.217186092245551	0.828449626724192	-0.136716425581704	0.170387560463252	0.921063205087938	increased	FALSE
TSS_919_regulondb,214163,-_scrambled130-140	TSS_919_regulondb	-0.0505042387921528	0.378271291097481	0.428775529889634	-0.438478414722703	0.662252591089264	-0.279814338088685	0.17880586050438	0.828451862140601	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled135-145	TSS_919_regulondb	0.0434946968752685	0.472270226764902	0.428775529889634	0.462078563414278	0.644924332324528	-0.143015423983816	0.230004817734353	0.817102617386102	increased	FALSE
TSS_919_regulondb,214163,-_scrambled140-150	TSS_919_regulondb	-0.172635722296619	0.256139807593015	0.428775529889634	-2.02672145041251	0.0461769482042587	-0.342268891669395	-0.00300255292384259	0.155127995781901	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled15-25	TSS_919_regulondb	-0.0867362458228442	0.342039284066789	0.428775529889634	-0.785260641642523	0.436107339205709	-0.308743440540489	0.135270948894801	0.663999338339778	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled20-30	TSS_919_regulondb	0.0536142273636989	0.482389757253333	0.428775529889634	0.575067245477993	0.56630855556428	-0.130952765876845	0.238181220604242	0.763409489824747	increased	FALSE
TSS_919_regulondb,214163,-_scrambled25-35	TSS_919_regulondb	-0.0466217817350825	0.382153748154551	0.428775529889634	-0.593851877191755	0.553841332574279	-0.202220522991189	0.108976959521024	0.754374169160244	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled30-40	TSS_919_regulondb	0.156027566126703	0.584803096016337	0.428775529889634	1.61240294882085	0.109525978028529	-0.0355829657490101	0.347638098002416	0.282738485494688	increased	FALSE
TSS_919_regulondb,214163,-_scrambled35-45	TSS_919_regulondb	0.172714286666435	0.601489816556069	0.428775529889634	1.32264236005199	0.18975617826542	-0.0871889816551411	0.432617554988012	0.406996009990935	increased	FALSE
TSS_919_regulondb,214163,-_scrambled40-50	TSS_919_regulondb	0.00806592880277951	0.436841458692413	0.428775529889634	0.0765591053274229	0.93929028722957	-0.203727196758654	0.219859054364213	0.973158085020036	increased	FALSE
TSS_919_regulondb,214163,-_scrambled45-55	TSS_919_regulondb	-0.167389828716513	0.261385701173121	0.428775529889634	-2.18697221412265	0.0311337485400947	-0.319288010657449	-0.0154916467755768	0.115871049947014	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled5-15	TSS_919_regulondb	-0.0357664913703678	0.393009038519266	0.428775529889634	-0.447590958604633	0.655295359532753	-0.19406050934898	0.122527526608244	0.823808854779679	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled50-60	TSS_919_regulondb	-0.207723013313291	0.221052516576342	0.428775529889634	-2.8579378158772	0.00523453076214358	-0.352007059937331	-0.0634389666892522	0.0279613257842044	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled55-65	TSS_919_regulondb	-0.0538721335585106	0.374903396331123	0.428775529889634	-0.45913342969488	0.648545945873104	-0.290781802924685	0.183037535807664	0.819579584149828	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled60-70	TSS_919_regulondb	-0.220381773284342	0.208393756605291	0.428775529889634	-2.91894997693474	0.00427030473910857	-0.370027047894854	-0.0707364986738311	0.0236288193545846	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled65-75	TSS_919_regulondb	-0.172550069599483	0.256225460290151	0.428775529889634	-2.1300564877086	0.0362428363336011	-0.333761991216833	-0.0113381479821327	0.129900593463363	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled70-80	TSS_919_regulondb	-0.197451574290331	0.231323955599302	0.428775529889634	-2.48916066465128	0.0147632651583699	-0.355180887569715	-0.0397222610109479	0.0649252074783782	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled75-85	TSS_919_regulondb	-0.158104395946834	0.270671133942799	0.428775529889634	-1.70199562153802	0.0918505009412326	-0.342393321472894	0.0261845295792255	0.251344012121894	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled80-90	TSS_919_regulondb	-0.0308754479811469	0.397900081908487	0.428775529889634	-0.29358075945623	0.769736859835723	-0.239737875875596	0.177986979913302	0.889491289784219	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled85-95	TSS_919_regulondb	-0.0894168196780767	0.339358710211557	0.428775529889634	-0.768644258184342	0.44594377744245	-0.323433974913951	0.144600335557798	0.671978119062911	reduced	FALSE
TSS_919_regulondb,214163,-_scrambled90-100	TSS_919_regulondb	0.0966527025055722	0.525428232395206	0.428775529889634	0.734106867824387	0.467628496123138	-0.170347518879374	0.363652923890519	0.688692953018884	increased	FALSE
TSS_919_regulondb,214163,-_scrambled95-105	TSS_919_regulondb	0.163460076305314	0.592235606194948	0.428775529889634	1.7323935057536	0.0859378346934552	-0.023478632329548	0.350398784940176	0.240151839462414	increased	FALSE
TSS_9195_regulondb,2431930,-_scrambled10-20_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled105-115_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled110-120_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled115-125_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled120-130_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled125-135_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled130-140_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled135-145_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled15-25_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled20-30_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled25-35_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled30-40_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled35-45_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled40-50_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled45-55_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled55-65_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled75-85_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled85-95_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled90-100_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9195_regulondb,2431930,-_scrambled95-105_flipped	TSS_9195_regulondb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSS_9196_regulondb,2431996,-_scrambled0-10	TSS_9196_regulondb	-0.354311347023677	1.195267568633	1.54957891565667	-1.23177025764496	0.221084025907999	-0.925378354223554	0.216755660176199	0.446118005775202	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled10-20	TSS_9196_regulondb	-0.454264418075409	1.09531449758127	1.54957891565667	-2.06879727437374	0.0418169075950965	-0.891286340065511	-0.0172424960853057	0.144068905171459	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled100-110	TSS_9196_regulondb	-0.83459159762806	0.714987318028615	1.54957891565667	-3.59258133495412	0.000536180313716369	-1.29618802538392	-0.372995169872205	0.0040986192698429	reduced	TRUE
TSS_9196_regulondb,2431996,-_scrambled105-115	TSS_9196_regulondb	-0.639487175803706	0.910091739852969	1.54957891565667	-2.41586336009527	0.0181487175423255	-1.1668605245085	-0.112113827098908	0.0764318425667429	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled110-120	TSS_9196_regulondb	-0.193750073537225	1.35582884211945	1.54957891565667	-0.557265717020158	0.579831540518191	-0.892081279096485	0.504581132022035	0.77333805203446	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled115-125	TSS_9196_regulondb	-0.411827471879842	1.13775144377683	1.54957891565667	-1.45370227994689	0.149549235535169	-0.97473665859299	0.151081714833307	0.348446323641069	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled120-130	TSS_9196_regulondb	-0.224837617135902	1.32474129852077	1.54957891565667	-0.755108307713177	0.452515150999614	-0.817858246479364	0.368183012207561	0.676501481322771	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled125-135	TSS_9196_regulondb	-0.401915409386313	1.14766350627036	1.54957891565667	-1.48027779913918	0.142455627182368	-0.941671141770969	0.137840322998343	0.336788530185767	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled130-140	TSS_9196_regulondb	-0.515248882848892	1.03433003280778	1.54957891565667	-1.85286229934933	0.0669303956123542	-1.06713860149372	0.0366408357959365	0.201993478032298	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled135-145	TSS_9196_regulondb	-0.299623550667966	1.24995536498871	1.54957891565667	-1.23506221216718	0.220134392070698	-0.781817269681516	0.182570168345583	0.444905374787347	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled140-150	TSS_9196_regulondb	-0.524955550398548	1.02462336525813	1.54957891565667	-2.35001302024158	0.0212494977052253	-0.969536785339077	-0.0803743154580201	0.0864296361388546	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled15-25	TSS_9196_regulondb	-0.561253292390305	0.98832562326637	1.54957891565667	-2.13858912227318	0.0369882361168464	-1.08736052647198	-0.0351460583086311	0.131884883688391	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled20-30	TSS_9196_regulondb	-0.28398733561623	1.26559158004044	1.54957891565667	-1.10501543710575	0.271513361697897	-0.7931788041867	0.22520413295424	0.505487254742397	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled25-35	TSS_9196_regulondb	-0.612866993291921	0.936711922364754	1.54957891565667	-2.38160215666218	0.0193691681222724	-1.12418752559098	-0.101546460992864	0.0804025698630509	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled30-40	TSS_9196_regulondb	-1.05238405171265	0.497194863944029	1.54957891565667	-4.9825399556576	0.00000438153306006233	-1.47366347142602	-0.631104631999275	0.0000604654123839645	reduced	TRUE
TSS_9196_regulondb,2431996,-_scrambled35-45	TSS_9196_regulondb	-0.546033226730807	1.00354568892587	1.54957891565667	-2.15986814295142	0.0332087859428424	-1.04768974188058	-0.0443767115810354	0.121665899764209	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled45-55	TSS_9196_regulondb	-0.0156271286516154	1.53395178700506	1.54957891565667	-0.0613975545750367	0.95116820778663	-0.520749578119229	0.489495320815998	0.978698641942522	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled5-15	TSS_9196_regulondb	-0.354880760702815	1.19469815495386	1.54957891565667	-1.1058791330164	0.274741135497566	-1.00147362621174	0.291712104806108	0.508787863603345	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled55-65	TSS_9196_regulondb	-1.08577671274145	0.463802202915222	1.54957891565667	-4.44899857712849	0.0000249491272209735	-1.57072006508151	-0.600833360401398	0.000284779568690077	reduced	TRUE
TSS_9196_regulondb,2431996,-_scrambled60-70	TSS_9196_regulondb	-1.20783048935439	0.341748426302285	1.54957891565667	-5.93859314780354	0.000000146316619017217	-1.61449127753429	-0.801169701174493	0.00000297741706198398	reduced	TRUE
TSS_9196_regulondb,2431996,-_scrambled65-75	TSS_9196_regulondb	-1.20887303652952	0.340705879127156	1.54957891565667	-5.77884583688707	0.000000218244304261245	-1.62647427217584	-0.791271800883193	0.00000424179234424593	reduced	TRUE
TSS_9196_regulondb,2431996,-_scrambled70-80	TSS_9196_regulondb	-1.19848703454326	0.35109188111341	1.54957891565667	-5.58311601750207	0.000000394944397595253	-1.62642196165133	-0.770552107435205	0.00000714380268600455	reduced	TRUE
TSS_9196_regulondb,2431996,-_scrambled75-85	TSS_9196_regulondb	-0.723542805937223	0.826036109719452	1.54957891565667	-2.91793739384453	0.0049922537792908	-1.21980355185797	-0.227282060016472	0.0268677953625534	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled80-90	TSS_9196_regulondb	-0.503393198159248	1.04618571749743	1.54957891565667	-2.22573110728595	0.0287809046962743	-0.95332667253242	-0.0534597237860756	0.109109974360484	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled85-95	TSS_9196_regulondb	-0.519757087051389	1.02982182860529	1.54957891565667	-2.31958163414866	0.0229265081668811	-0.965709781908528	-0.0738043921942496	0.0914905712342856	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled90-100	TSS_9196_regulondb	-0.187633758083835	1.36194515757284	1.54957891565667	-0.670234293667478	0.504318108891709	-0.743337491650394	0.368069975482724	0.717956031625884	reduced	FALSE
TSS_9196_regulondb,2431996,-_scrambled95-105	TSS_9196_regulondb	-0.730887364166234	0.818691551490441	1.54957891565667	-3.27969085656548	0.00152643954047008	-1.17421055056527	-0.287564177767202	0.00996311498763892	reduced	TRUE
TSS_9197_storz,2432036,-_scrambled0-10	TSS_9197_storz	0.260197091404412	1.36555712214254	1.10536003073813	0.65180489590602	0.521709918067105	-0.570785572697874	1.0911797555067	0.731335745351507	increased	FALSE
TSS_9197_storz,2432036,-_scrambled10-20	TSS_9197_storz	0.267415075523014	1.37277510626114	1.10536003073813	1.06912272018565	0.289648163609106	-0.233760614382952	0.76859076542898	0.524562291084315	increased	FALSE
TSS_9197_storz,2432036,-_scrambled100-110	TSS_9197_storz	-0.973064978407256	0.132295052330873	1.10536003073813	-8.96341247590692	0.000000000000137724886840653	-1.18922469868106	-0.756905258133456	0.000000000015781533756668	reduced	TRUE
TSS_9197_storz,2432036,-_scrambled105-115	TSS_9197_storz	-0.91385786074435	0.19150216999378	1.10536003073813	-8.26172590290839	0.00000000000208772334217716	-1.13389658606534	-0.693819135423357	0.000000000161576096695383	reduced	TRUE
TSS_9197_storz,2432036,-_scrambled110-120	TSS_9197_storz	-0.899372095206455	0.205987935531675	1.10536003073813	-8.2954490341497	0.00000000000269324553219288	-1.11524981541527	-0.683494374997642	0.000000000202465161743353	reduced	TRUE
TSS_9197_storz,2432036,-_scrambled115-125	TSS_9197_storz	0.216373922096436	1.32173395283457	1.10536003073813	1.0637766629335	0.290956684568026	-0.1890451859077	0.621793030100571	0.525943449801145	increased	FALSE
TSS_9197_storz,2432036,-_scrambled120-130	TSS_9197_storz	0.426482335240906	1.53184236597904	1.10536003073813	1.72042903377435	0.0913470526381058	-0.0710433183734308	0.924007988855242	0.250566170184474	increased	FALSE
TSS_9197_storz,2432036,-_scrambled125-135	TSS_9197_storz	0.275287308840739	1.38064733957887	1.10536003073813	1.25633553343192	0.214393242946823	-0.164003283584908	0.714577901266385	0.438369136797588	increased	FALSE
TSS_9197_storz,2432036,-_scrambled130-140	TSS_9197_storz	0.0760436007270366	1.18140363146517	1.10536003073813	0.469427161920259	0.639740560866172	-0.245168345584481	0.397255547038554	0.813291689270014	increased	FALSE
TSS_9197_storz,2432036,-_scrambled135-145	TSS_9197_storz	-0.232621803989058	0.872738226749072	1.10536003073813	-1.23649904931086	0.223342484822546	-0.612610850657008	0.147367242678893	0.448931735994859	reduced	FALSE
TSS_9197_storz,2432036,-_scrambled140-150	TSS_9197_storz	-0.221013825029791	0.884346205708338	1.10536003073813	-1.07366085210807	0.291178743147197	-0.640677968306091	0.198650318246508	0.52616353303143	reduced	FALSE
TSS_9197_storz,2432036,-_scrambled15-25	TSS_9197_storz	0.0870281736391445	1.19238820437727	1.10536003073813	0.465486694986461	0.643115712755084	-0.286254545839867	0.460310893118156	0.815818271688723	increased	FALSE
TSS_9197_storz,2432036,-_scrambled20-30	TSS_9197_storz	0.476159175057617	1.58151920579575	1.10536003073813	2.90616514875224	0.00414428241582229	0.152736912606219	0.799581437509015	0.0230390136738346	increased	FALSE
TSS_9197_storz,2432036,-_scrambled25-35	TSS_9197_storz	-0.127882658704055	0.977477372034074	1.10536003073813	-0.790733606385429	0.432993689032175	-0.453065663264704	0.197300345856593	0.661276149046296	reduced	FALSE
TSS_9197_storz,2432036,-_scrambled30-40	TSS_9197_storz	0.358106722981693	1.46346675371982	1.10536003073813	1.33275823697122	0.191445619292713	-0.187883794975658	0.904097240939045	0.408822661076044	increased	FALSE
TSS_9197_storz,2432036,-_scrambled35-45	TSS_9197_storz	0.575365737318192	1.68072576805632	1.10536003073813	1.90205212203748	0.0625725929845871	-0.0312832759440495	1.18201475058043	0.192751952969301	increased	FALSE
TSS_9197_storz,2432036,-_scrambled40-50	TSS_9197_storz	-0.0827376137536824	1.02262241698445	1.10536003073813	-0.562384110206831	0.574957366212882	-0.374176685577808	0.208701458070443	0.769663914109796	reduced	FALSE
TSS_9197_storz,2432036,-_scrambled45-55	TSS_9197_storz	0.376710775291904	1.48207080603003	1.10536003073813	2.18855627290059	0.0323801751277899	0.0326769705541334	0.720744580029675	0.119408535211917	increased	FALSE
TSS_9197_storz,2432036,-_scrambled5-15	TSS_9197_storz	0.375829567577957	1.48118959831609	1.10536003073813	2.07782389434943	0.040042807202067	0.0173921344041007	0.734267000751813	0.139669074843708	increased	FALSE
TSS_9197_storz,2432036,-_scrambled50-60	TSS_9197_storz	0.651286831206153	1.75664686194428	1.10536003073813	3.35675515978536	0.00103529753537029	0.267425128909616	1.03514853350269	0.00715927884060811	increased	TRUE
TSS_9197_storz,2432036,-_scrambled55-65	TSS_9197_storz	-0.157900787163239	0.947459243574891	1.10536003073813	-1.09607682349656	0.274836448740831	-0.442595377387035	0.126793803060556	0.508924445775825	reduced	FALSE
TSS_9197_storz,2432036,-_scrambled60-70	TSS_9197_storz	0.0472589710069649	1.15261900174509	1.10536003073813	0.303916840114983	0.761580241915896	-0.25980271446011	0.354320656474039	0.885113690476587	increased	FALSE
TSS_9197_storz,2432036,-_scrambled65-75	TSS_9197_storz	-0.340008446632403	0.765351584105727	1.10536003073813	-1.41759165333475	0.167227293951508	-0.831083645964275	0.151066752699469	0.374782841084771	reduced	FALSE
TSS_9197_storz,2432036,-_scrambled70-80	TSS_9197_storz	-0.664059427554983	0.441300603183147	1.10536003073813	-5.09270984051166	0.00000178195823305	-0.922920086639046	-0.40519876847092	0.0000272871385605873	reduced	TRUE
TSS_9197_storz,2432036,-_scrambled75-85	TSS_9197_storz	-0.824343159638261	0.281016871099869	1.10536003073813	-5.99912739629752	0.000000295459829508571	-1.10097364277532	-0.547712676501203	0.00000554618630262412	reduced	TRUE
TSS_9197_storz,2432036,-_scrambled80-90	TSS_9197_storz	-0.889273731381107	0.216086299357022	1.10536003073813	-8.04958095273292	0.00000000000535261260051235	-1.10902068439525	-0.669526778366963	0.000000000363592576791637	reduced	TRUE
TSS_9197_storz,2432036,-_scrambled85-95	TSS_9197_storz	1.44753945646543	2.55289948720356	1.10536003073813	5.44370173688277	0.000000777244725791418	0.916902493488957	1.97817641944191	0.0000130722206998977	increased	TRUE
TSS_9197_storz,2432036,-_scrambled90-100	TSS_9197_storz	-0.571916962187284	0.533443068550845	1.10536003073813	-4.34301018356779	0.0000300463111875306	-0.832713069899789	-0.31112085447478	0.000335498190909016	reduced	TRUE
TSS_9197_storz,2432036,-_scrambled95-105	TSS_9197_storz	-0.950510141169573	0.154849889568557	1.10536003073813	-8.5429307712586	0.000000000000484014826869795	-1.17175938675889	-0.729260895580251	0.0000000000456094610309841	reduced	TRUE
TSS_920_regulondb,214187,-_scrambled0-10	TSS_920_regulondb	-0.0275712810465362	0.487699982610761	0.515271263657297	-0.23766560719701	0.812584296917604	-0.257483307635744	0.202340745542671	0.912644636662703	reduced	FALSE
TSS_920_regulondb,214187,-_scrambled10-20	TSS_920_regulondb	-0.0656784166462348	0.449592847011062	0.515271263657297	-0.580571349205197	0.563042924828684	-0.290557879171217	0.159201045878747	0.761051807517456	reduced	FALSE
TSS_920_regulondb,214187,-_scrambled100-110	TSS_920_regulondb	-0.363732340095948	0.151538923561349	0.515271263657297	-3.89178624120964	0.000208089691253409	-0.549795492287759	-0.177669187904137	0.001820254645928	reduced	TRUE
TSS_920_regulondb,214187,-_scrambled105-115	TSS_920_regulondb	-0.282822840471752	0.232448423185545	0.515271263657297	-2.49031913897578	0.0150814649273157	-0.50923503055984	-0.0564106503836647	0.0660356111313831	reduced	FALSE
TSS_920_regulondb,214187,-_scrambled110-120	TSS_920_regulondb	-0.23120278769379	0.284068475963506	0.515271263657297	-2.32864007410789	0.0221326511804884	-0.428469963281634	-0.0339356121059467	0.0891233761711751	reduced	FALSE
TSS_920_regulondb,214187,-_scrambled115-125	TSS_920_regulondb	0.0115300066728803	0.526801270330177	0.515271263657297	0.109819000581055	0.912751097582229	-0.196515226697594	0.219575240043354	0.961597589283171	increased	FALSE
TSS_920_regulondb,214187,-_scrambled120-130	TSS_920_regulondb	1.13008143196007	1.64535269561736	0.515271263657297	5.37999975570066	0.0000111379754824279	0.699002246849501	1.56116061707063	0.000138739794861588	increased	TRUE
TSS_920_regulondb,214187,-_scrambled125-135	TSS_920_regulondb	-0.218707854851118	0.296563408806178	0.515271263657297	-2.31557938473226	0.0231159100427711	-0.406640060613324	-0.0307756490889121	0.0920541639071468	reduced	FALSE
